nom,date_heure,temperature
CT801,2021-05-10 15:28:45.496588,22.81
CT801,2021-05-10 15:28:55.532480,22.81
CT801,2021-05-10 15:37:57.320163,22.81
CT801,2021-05-10 15:38:02.345738,22.81
CT801,2021-05-10 15:38:12.379950,22.81
CT801,2021-05-10 15:38:17.416011,22.81
CT801,2021-05-10 15:38:27.452330,22.81
CT801,2021-05-10 15:38:32.481068,22.81
CT801,2021-05-10 15:39:24.602130,22.81
CT801,2021-05-10 15:40:09.257302,22.81
CT801,2021-05-10 15:40:14.295457,22.81
CT801,2021-05-10 15:40:29.352407,22.81
CT801,2021-05-10 15:40:39.394462,22.81
CT801,2021-05-10 15:40:44.429513,22.81
CT801,2021-05-10 15:41:12.723784,22.81
CT801,2021-05-10 15:41:17.762632,22.81
CT801,2021-05-10 15:41:27.804474,22.81
CT801,2021-05-10 15:41:32.840150,22.81
CT801,2021-05-10 15:45:47.988073,22.81
CT801,2021-05-10 15:45:58.029222,22.81
CT801,2021-05-10 15:46:18.111770,22.81
CT801,2021-05-10 15:46:38.191708,22.81
CT801,2021-05-10 15:46:48.232969,22.81
CT801,2021-05-10 15:55:44.011492,22.81
CT801,2021-05-10 15:55:54.063256,22.81
